iter	RMSE
265	0.1988799912
266	0.1988414175
267	0.1988047118
268	0.1987689219
269	0.1987435699
270	0.1986905749
271	0.1985956758
272	0.1985039018
273	0.1984461608
274	0.1984002014
275	0.1983514009
276	0.1983045623
277	0.1982271412
278	0.1981366187
279	0.1980821623
280	0.1980307682
281	0.1980213234
282	0.1979732953
283	0.1979216045
284	0.1978349216
285	0.1977878029
286	0.1977394837
287	0.1976984877
288	0.1976539625
289	0.1976355758
290	0.1975899785
291	0.1975179183
292	0.1974738638
293	0.1974401941
294	0.1974114937
295	0.1973470276
296	0.1973156202
297	0.1972720051
298	0.1972405046
299	0.1972072841
300	0.197156373
301	0.1970909657
302	0.1970305424
303	0.1969310481
304	0.1968728883
305	0.1968263183
306	0.1967747659
307	0.1967444537
308	0.1967059781
309	0.1966586805
310	0.196648355
311	0.1966207832
312	0.1965900768
313	0.1965751763
314	0.1965168378
315	0.1964847128
316	0.1964172317
317	0.1963938756
318	0.1963429156
319	0.1962960526
320	0.1962576773
321	0.1962312695
322	0.1962009906
323	0.1961088766
324	0.1960735265
325	0.1960355615
326	0.1959994111
327	0.1959658884
328	0.1959430261
329	0.1959073882
330	0.1958660501
331	0.195830391
332	0.1957513053
333	0.1956941429
334	0.1956609006
335	0.195615576
336	0.1955793854
337	0.1955380595
338	0.1954679412
339	0.1953797912
340	0.1953465292
341	0.1953225579
342	0.1952673174
343	0.1952110949
344	0.1951651401
345	0.1951339853
346	0.1951111798
347	0.1950592333
348	0.1950546662
349	0.1950296194
350	0.1950012138
351	0.1949596068
352	0.1949130157
353	0.1948491177
354	0.1948242245
355	0.1947625993
356	0.1947119522
357	0.1946576979
358	0.1945940002
359	0.1945603567
360	0.1945168458
361	0.1944988716
362	0.1944780561
363	0.1944531381
364	0.1944144888
365	0.1943848258
366	0.1943811926
367	0.194342283
368	0.1943027305
369	0.1942573153
370	0.19419381
371	0.1941599767
372	0.1941039045
373	0.1940457924
374	0.1940262198
375	0.1939940151
376	0.1939687277
377	0.1939214714
378	0.1938695578
379	0.1938247063
380	0.1937743806
381	0.1937333708
382	0.1937232674
383	0.193693947
384	0.1936535893
385	0.1936447908
386	0.1935862147
387	0.1935468034
388	0.1935157384
389	0.1934841914
390	0.1934276276
391	0.193367712
392	0.1933061378
393	0.1932727829
394	0.1932449075
395	0.1932177938
396	0.1931627533
397	0.1931142046
398	0.193083451
399	0.1930622222
400	0.1930309465
401	0.1929931566
402	0.192958366
403	0.1929381714
404	0.1929092976
405	0.1928662539
406	0.1928213248
407	0.1927874424
408	0.1927400755
409	0.1927215882
410	0.1926926916
411	0.1926829643
412	0.1926644134
413	0.1926342002
414	0.1925688171
415	0.1925143968
416	0.1924770182
417	0.1924154582
418	0.1923643812
419	0.1923284443
420	0.1923000112
421	0.1922722103
422	0.1922346278
423	0.1921843485
424	0.1921480237
425	0.1921216571
426	0.1920891373
427	0.1920536435
428	0.1920286381
429	0.1919875418
430	0.1919540385
431	0.1919254662
432	0.191897664
433	0.1918462203
434	0.1918191588
435	0.1917686822
436	0.1917206055
437	0.1916847866
438	0.1916520217
439	0.1916164868
440	0.1915788013
441	0.1915388197
442	0.1914983209
443	0.1914597651
444	0.1914373843
445	0.1914125385
446	0.1913955636
447	0.1913663238
448	0.1913128337
449	0.1912855593
450	0.191246599
451	0.1911956871
452	0.1911627476
453	0.1911371702
454	0.1911211736
455	0.1910819634
456	0.1910670218
457	0.1910445792
458	0.1909966389
459	0.1909771706
460	0.1909422886
461	0.1908972042
462	0.1908735672
463	0.1908437531
464	0.1908149902
465	0.1908068364
466	0.1907550536
467	0.190720118
468	0.1906775798
469	0.1906458174
470	0.1906128778
471	0.1905770183
472	0.1905497617
473	0.1905310555
474	0.1904908385
475	0.1904493917
476	0.1904254816
477	0.1903803053
478	0.1903540944
479	0.1903389929
480	0.1902831175
481	0.1902461542
482	0.1902004328
483	0.1901605093
484	0.1901164604
485	0.1900742111
486	0.190040327
487	0.1900072357
488	0.1899897557
489	0.1899618813
490	0.1899164019
491	0.1898567503
492	0.189817905
493	0.1897947992
494	0.189736845
495	0.1897082519
496	0.1896766484
497	0.1896339687
498	0.1896071706
499	0.1895753777
500	0.1895451613
501	0.1895291692
502	0.1894941999
503	0.1894721108
504	0.1894272124
505	0.1893746823
506	0.1893445053
507	0.1893305115
508	0.189301007
509	0.189282114
510	0.1892488335
511	0.1891865147
512	0.1891649473
513	0.1891311151
514	0.1890937393
515	0.1890554566
516	0.189026959
517	0.1889866445
518	0.1889590279
519	0.1889332551
520	0.188909774
521	0.1889020904
522	0.1888487052
523	0.1888307007
524	0.1888051451
525	0.1887801093
526	0.1887440794
527	0.188697097
528	0.1886538754
529	0.1886250383
530	0.1885888408
531	0.1885440033
532	0.1885168721
533	0.1885004594
534	0.1884489468
535	0.1884153266
536	0.1883947331
537	0.188362217
538	0.1883193745
539	0.1883021635
540	0.1882714996
541	0.1882400474
542	0.1882079259
543	0.1881827033
544	0.1881500261
545	0.1881267708
546	0.188104658
547	0.1880842294
548	0.1880684109
549	0.1880252511
550	0.1879996075
551	0.1879801503
552	0.187945034
553	0.1879219345
554	0.1878904484
555	0.1878684586
556	0.1878183783
557	0.1877948037
558	0.18777905
559	0.1877664145
560	0.1877327175
561	0.1876864427
562	0.1876568668
563	0.1876172555
564	0.1875889661
565	0.1875626478
566	0.1875399206
567	0.1875345806
568	0.1875088982
569	0.1874983767
570	0.187482697
571	0.1874462769
572	0.1874241587
573	0.1873979252
574	0.1873675342
575	0.1873309125
576	0.1872978439
577	0.1872905222
578	0.1872677446
579	0.1872493124
580	0.1872179599
581	0.1871990483
582	0.1871587406
583	0.1871335062
584	0.1871081669
585	0.1870790118
586	0.1870395635
587	0.1869912482
588	0.1869591328
589	0.1869404469
590	0.1869085985
591	0.1868737711
592	0.186856334
593	0.1868352925
594	0.1868058535
595	0.1867966727
596	0.1867610107
597	0.186706658
598	0.1866872843
599	0.1866745017
600	0.1866564166
601	0.1865897323
602	0.1865688186
603	0.1865196823
604	0.1865002848
605	0.1864759826
606	0.1864448196
607	0.1864303191
608	0.1864164211
609	0.1863893446
610	0.186348597
611	0.1863166963
612	0.1862815191
613	0.1862544673
614	0.18623003
615	0.186220142
616	0.1861947884
617	0.1861601973
618	0.1861236417
619	0.1861032797
620	0.186078077
621	0.1860650536
622	0.1860260935
623	0.1860070116
624	0.1859668377
625	0.1859524189
626	0.1859127748
627	0.1858870502
628	0.185857858
629	0.185841032
630	0.1858180668
631	0.1857984196
632	0.1857771706
633	0.185760412
634	0.1857253619
635	0.1857090727
636	0.1856854259
637	0.1856681518
638	0.185655481
639	0.1856215171
640	0.1856041016
641	0.1855666944
642	0.1855256814
643	0.1854991856
644	0.1854955415
645	0.1854669464
646	0.185449862
647	0.1854218086
648	0.1854106632
649	0.185380159
650	0.1853608936
651	0.1853175886
652	0.1852776495
653	0.1852465658
654	0.1852198543
655	0.1852019925
656	0.1851818016
657	0.1851487538
658	0.1851304848
659	0.1851168849
660	0.1851081473
661	0.1850959208
662	0.1850607062
663	0.1850445697
664	0.1850262173
665	0.1849879661
666	0.1849367261
667	0.1849079153
668	0.1848824286
669	0.1848633757
670	0.1848350102
671	0.1848179233
672	0.1848029746
673	0.1847795222
674	0.1847616827
675	0.1847337599
676	0.1847113186
677	0.1846926202
678	0.1846831127
679	0.1846543829
680	0.1846376115
681	0.1846136571
682	0.1846017677
683	0.1845889391
684	0.184547378
685	0.1845268181
686	0.1845174094
687	0.1844907172
688	0.1844535512
689	0.1844454275
690	0.1844229023
691	0.1843843615
692	0.1843518151
693	0.1843216541
694	0.1843162429
695	0.1842867116
696	0.1842853795
697	0.184258792
698	0.1842356748
699	0.1842147193
700	0.1841860145
701	0.1841616172
702	0.1841344048
703	0.1841186584
704	0.1840975011
705	0.184075636
706	0.1840448892
707	0.1840333901
708	0.1840097153
709	0.1839971012
710	0.1839730366
711	0.1839638634
712	0.1839521479
713	0.1839424986
714	0.1839258542
715	0.1838966964
716	0.1838789267
717	0.1838584959
718	0.1838214566
719	0.1837876474
720	0.1837636435
721	0.1837405606
722	0.183705948
723	0.1836847902
724	0.183666939
725	0.1836564488
726	0.1836408547
727	0.1836127434
728	0.1835742924
729	0.183545305
730	0.1835193777
731	0.1835033993
732	0.1834699341
733	0.1834461825
734	0.1834240368
735	0.1834087934
736	0.1833807198
737	0.1833527609
738	0.1833294455
739	0.1833026086
740	0.1832850005
741	0.1832720157
742	0.1832369725
743	0.1832141008
744	0.1831814673
745	0.1831636797
746	0.1831305225
747	0.183109205
748	0.1830966471
749	0.1830728129
750	0.1830491708
751	0.1830317727
752	0.1830168658
753	0.1829983089
754	0.1829674783
755	0.1829364211
756	0.1829171865
757	0.1828827825
758	0.1828667757
759	0.1828638997
760	0.1828398845
761	0.1828313663
762	0.1828056179
763	0.1827817617
764	0.182779596
765	0.1827533117
766	0.182738322
767	0.1827150021
768	0.1826979423
769	0.1826692547
770	0.1826401627
771	0.1826222615
772	0.1826059577
773	0.182589121
774	0.1825714884
775	0.1825547387
776	0.1825349351
777	0.1825210791
778	0.1824950088
779	0.1824768711
780	0.1824409274
781	0.1824200802
782	0.1824108538
783	0.1823704758
784	0.1823577708
785	0.1823242217
786	0.1823043892
787	0.1822739989
788	0.1822664148
789	0.1822399509
790	0.1822108961
791	0.1821727949
792	0.1821469378
793	0.1821342051
794	0.1821162405
795	0.182108696
796	0.182089187
797	0.1820704916
798	0.1820379563
799	0.182031787
800	0.1820117846
801	0.1819948881
802	0.1819849737
803	0.1819541112
804	0.181936242
805	0.1819230626
806	0.1819008062
807	0.1818781197
808	0.1818503841
809	0.1818165605
810	0.1817779051
811	0.1817693509
812	0.1817513578
813	0.1817436332
814	0.1817126079
815	0.1816897342
816	0.1816745485
817	0.1816506634
818	0.1816315722
819	0.1816142009
820	0.1815855582
821	0.1815673687
822	0.1815389601
823	0.1815281135
824	0.1814934452
825	0.1814607715
826	0.1814332108
827	0.1814104467
828	0.1813840529
829	0.181359411
830	0.1813330255
831	0.1813172578
832	0.1812904342
833	0.1812759639
834	0.1812546446
835	0.1812301752
836	0.1812157128
837	0.1811890236
838	0.1811726891
839	0.181157126
840	0.1811335653
841	0.1811266936
842	0.181118156
843	0.1811041525
844	0.1810828783
845	0.1810580269
846	0.1810382374
847	0.1810196029
848	0.1809920066
849	0.180978296
850	0.1809704191
851	0.1809651679
852	0.1809513185
853	0.1809282202
854	0.1809076866
855	0.1808885694
856	0.1808729729
857	0.1808346548
858	0.1808030275
859	0.180782745
860	0.1807692659
861	0.1807479335
862	0.1807127951
863	0.1806907565
864	0.1806765598
865	0.1806631205
866	0.1806587889
867	0.1806353235
868	0.1806207309
869	0.1805975442
870	0.1805888204
871	0.1805782801
872	0.1805654202
873	0.1805576175
874	0.1805296147
875	0.1805196939
876	0.1805075698
877	0.1804926879
878	0.1804765092
879	0.1804522279
880	0.1804214849
881	0.1804025026
882	0.1803832188
883	0.1803538282
884	0.1803459856
885	0.1803033617
886	0.1802840977
887	0.180263808
888	0.1802471267
889	0.1802152727
890	0.1801869689
891	0.1801756361
892	0.1801596858
893	0.1801387243
894	0.1801217501
895	0.1800980982
896	0.1800945253
897	0.1800816065
898	0.1800646145
899	0.1800378703
900	0.1800101714
901	0.1799986441
902	0.1799759088
903	0.179951031
904	0.1799272127
905	0.1799112379
906	0.1798995657
907	0.1798694963
908	0.1798474282
909	0.1798276513
910	0.179818424
911	0.179813045
912	0.1797873404
913	0.1797614045
914	0.1797408363
915	0.1797124599
916	0.179690671
917	0.1796771949
918	0.1796727124
919	0.1796631013
920	0.1796521615
921	0.179645737
922	0.1796339474
923	0.1796202713
924	0.1796084522
925	0.1795845917
926	0.1795672413
927	0.179544789
928	0.1795193096
929	0.1795048015
930	0.179493649
931	0.1794897483
932	0.1794727734
933	0.1794657587
934	0.1794510417
935	0.1794272885
936	0.1794191763
937	0.1794013986
938	0.1793922172
939	0.1793745176
940	0.1793508594
941	0.1793306866
942	0.179311895
943	0.1793102284
944	0.1792900948
945	0.1792723278
946	0.1792453078
947	0.1792306473
948	0.1792148562
949	0.1792021017
950	0.1791847411
951	0.1791601313
952	0.1791392475
953	0.1791072751
954	0.1790833989
955	0.1790719986
956	0.1790626515
957	0.1790495987
958	0.1790449502
959	0.1790245693
960	0.1790083599
961	0.178994944
962	0.178976715
963	0.1789480716
964	0.1789275412
965	0.1789079232
966	0.1788901336
967	0.1788828412
968	0.1788541757
969	0.1788398117
970	0.1788263657
971	0.1788081862
972	0.1787926845
973	0.1787690408
974	0.1787394662
975	0.1787305837
976	0.1787131309
977	0.178699203
978	0.1786643439
979	0.1786462229
980	0.1786330764
981	0.1786113369
982	0.1785886351
983	0.1785777434
984	0.1785516909
985	0.178539344
986	0.1785276406
987	0.1785054442
988	0.1784901888
989	0.1784455581
990	0.178429378
991	0.1784071338
992	0.1783825833
993	0.1783683014
994	0.1783523639
995	0.178320739
996	0.1783070806
997	0.1782944059
998	0.1782765186
999	0.1782566208
1000	0.1782227626
1001	0.1782123593
1002	0.1781963162
1003	0.1781785054
1004	0.1781619951
1005	0.178131627
1006	0.1781194895
1007	0.1780917022
1008	0.1780743711
1009	0.1780639498
1010	0.1780431927
1011	0.1780306133
1012	0.1779976527
1013	0.177973407
1014	0.1779609066
1015	0.1779465681
1016	0.1779183695
1017	0.1778856005
1018	0.1778749763
1019	0.1778550085
1020	0.1778345338
1021	0.1778134591
1022	0.1778000761
1023	0.1777758489
1024	0.1777566608
1025	0.1777410722
1026	0.1777158315
1027	0.1777008631
1028	0.1776702116
1029	0.1776572715
1030	0.1776408365
1031	0.1776222787
1032	0.1776124785
1033	0.1776029796
1034	0.1775915907
1035	0.177584542
1036	0.1775737996
1037	0.1775541343
1038	0.1775390029
1039	0.1775236283
1040	0.1775146065
1041	0.177495893
1042	0.1774684871
1043	0.1774531684
1044	0.1774249984
1045	0.1774040783
1046	0.1773892754
1047	0.1773669604
1048	0.1773467696
1049	0.1773297451
1050	0.1773061009
1051	0.1772757321
1052	0.1772667616
1053	0.1772458589
1054	0.1772212795
1055	0.177204365
1056	0.1771756118
1057	0.1771376653
1058	0.1771256626
1059	0.1771065729
1060	0.1770995848
1061	0.1770700715
1062	0.1770437885
1063	0.1770274978
1064	0.177009646
1065	0.1769998737
1066	0.1769768892
1067	0.1769545903
1068	0.1769370364
1069	0.1769141097
1070	0.1768882133
1071	0.1768669902
1072	0.1768486564
1073	0.1768425946
1074	0.1768333179
1075	0.1768253613
1076	0.176816903
1077	0.1768096303
1078	0.1768003502
1079	0.1767764688
1080	0.1767558004
1081	0.1767434509
1082	0.1767312797
1083	0.1767183307
1084	0.17669657
1085	0.1766936845
1086	0.1766790344
1087	0.1766748459
1088	0.1766459408
1089	0.176627413
1090	0.1766181989
1091	0.176605698
1092	0.1765947647
1093	0.1765622584
1094	0.1765465059
1095	0.1765411495
1096	0.1765275138
1097	0.1764941816
1098	0.1764791254
1099	0.1764658616
1100	0.1764561357
1101	0.1764416461
1102	0.1764229742
1103	0.1764138575
1104	0.1763929955
1105	0.1763808143
1106	0.1763618458
1107	0.1763393803
1108	0.1763178135
1109	0.1763021183
1110	0.1762896336
1111	0.1762728898
1112	0.1762588989
1113	0.1762466193
1114	0.1762303865
1115	0.1762211015
1116	0.1762094114
1117	0.1761836352
1118	0.1761654271
1119	0.176152997
1120	0.1761383525
1121	0.1761266031
1122	0.1761031762
1123	0.1760828854
1124	0.1760657808
1125	0.1760444859
1126	0.176038503
1127	0.1760290277
1128	0.1760167546
1129	0.1759961435
1130	0.175986433
1131	0.1759589039
1132	0.1759543891
1133	0.1759300832
1134	0.1759082174
1135	0.1758962002
1136	0.1758825448
1137	0.1758676875
1138	0.1758392273
1139	0.1758328177
1140	0.1758178753
1141	0.175802445
1142	0.1757793949
1143	0.175761736
1144	0.1757451316
1145	0.1757335656
1146	0.1757256244
1147	0.1757111417
1148	0.1756991182
1149	0.1756837723
1150	0.1756681527
1151	0.1756376641
1152	0.1756156146
1153	0.1756011057
1154	0.1755821517
1155	0.1755637612
1156	0.1755495885
1157	0.1755317045
1158	0.1755106975
1159	0.1754928802
1160	0.1754678513
1161	0.1754470269
1162	0.1754250928
1163	0.1754109235
1164	0.1753852244
1165	0.1753705592
1166	0.1753479617
1167	0.1753278835
1168	0.1753156916
1169	0.1753065973
1170	0.1752823198
1171	0.1752674389
1172	0.1752363033
1173	0.1752168124
1174	0.1752027405
1175	0.1751874431
1176	0.1751548292
1177	0.1751371624
1178	0.1751312657
1179	0.1751222342
1180	0.1750975426
1181	0.175082982
1182	0.1750714581
1183	0.1750591978
1184	0.1750457323
1185	0.1750332168
1186	0.1750227994
1187	0.1750092482
1188	0.1750011453
1189	0.1749931873
1190	0.1749867434
1191	0.1749692703
1192	0.1749431743
1193	0.1749274075
1194	0.174912442
1195	0.1748891282
1196	0.1748678603
1197	0.1748602852
1198	0.1748515064
1199	0.174839537
1200	0.1748251105
1201	0.1748049062
1202	0.1747875753
1203	0.1747807581
1204	0.1747450893
1205	0.1747282281
1206	0.174720064
1207	0.1747115584
1208	0.1746955886
1209	0.1746768535
1210	0.1746661078
1211	0.1746491906
1212	0.1746246041
1213	0.1746188775
1214	0.1745944293
1215	0.1745826658
1216	0.174566694
1217	0.174551854
1218	0.1745232569
1219	0.1745007771
1220	0.174492398
1221	0.1744763684
1222	0.1744705564
1223	0.174456023
1224	0.1744498901
1225	0.1744249776
1226	0.1743983881
1227	0.174386268
1228	0.1743613226
1229	0.1743353743
1230	0.1743180086
1231	0.1742963641
1232	0.1742765865
1233	0.1742616282
1234	0.1742473173
1235	0.1742273238
1236	0.1742184252
1237	0.1742041478
1238	0.1741941353
1239	0.1741761889
1240	0.1741602734
1241	0.1741426236
1242	0.1741244026
1243	0.1741013502
1244	0.1740871493
1245	0.1740735165
1246	0.1740632568
1247	0.1740376036
1248	0.1740213806
1249	0.17401096
1250	0.1740051806
1251	0.1739863143
1252	0.1739710731
1253	0.1739527914
1254	0.1739442114
1255	0.1739353859
1256	0.1739235887
1257	0.1739137125
1258	0.1739005482
1259	0.1738837409
1260	0.1738666887
1261	0.1738526092
1262	0.1738367977
1263	0.1738277271
1264	0.1738149508
1265	0.1738056953
1266	0.1737779923
1267	0.1737671588
1268	0.1737558348
1269	0.1737398512
1270	0.1737288617
1271	0.1737260899
1272	0.1737143286
1273	0.1737084625
1274	0.1736826086
1275	0.1736757457
1276	0.1736555687
1277	0.1736454577
1278	0.1736282533
1279	0.1736201451
1280	0.1736098289
1281	0.1735789502
1282	0.1735580931
1283	0.1735452967
1284	0.1735302468
1285	0.1735215624
1286	0.1735058991
1287	0.1734975233
1288	0.1734860584
1289	0.1734665699
1290	0.1734444068
1291	0.1734289995
1292	0.1734045429
1293	0.173385904
1294	0.173369314
1295	0.1733561609
1296	0.1733476293
1297	0.1733243923
1298	0.1733128263
1299	0.1732995015
1300	0.1732954157
1301	0.1732723339
1302	0.1732569235
1303	0.1732431864
1304	0.1732322856
1305	0.1732164436
1306	0.1732071049
1307	0.1731871539
1308	0.1731798016
1309	0.1731636209
1310	0.1731517189
1311	0.1731439993
1312	0.1731200544
1313	0.1731116447
1314	0.173100427
1315	0.1730881183
1316	0.1730708164
1317	0.1730622446
1318	0.1730324271
1319	0.1730243587
1320	0.173007152
1321	0.1729904126
1322	0.1729661476
1323	0.1729554924
1324	0.172922698
1325	0.1729154535
1326	0.1728859652
1327	0.1728764285
1328	0.1728739771
1329	0.1728689476
1330	0.1728566981
1331	0.1728270876
1332	0.1728152478
1333	0.1728112517
1334	0.1727938232
1335	0.1727789231
1336	0.172764633
1337	0.1727377378
1338	0.1727207519
1339	0.1726990091
1340	0.1726909701
1341	0.1726792356
1342	0.1726654077
1343	0.172651375
1344	0.172647243
1345	0.1726348997
1346	0.172618245
1347	0.1726088132
1348	0.1725948678
1349	0.1725764439
1350	0.1725645481
1351	0.1725464532
1352	0.172535062
1353	0.1725317455
1354	0.1725186429
1355	0.1725085175
1356	0.1724824696
1357	0.172473445
1358	0.1724595245
1359	0.1724457
1360	0.1724315174
1361	0.1724073914
1362	0.1724012465
1363	0.1723901252
1364	0.1723805115
1365	0.1723709216
1366	0.1723602388
1367	0.17234594
1368	0.172329288
1369	0.1723242774
1370	0.172311452
1371	0.1723016689
1372	0.1722823098
1373	0.1722592568
1374	0.1722544778
1375	0.1722313005
1376	0.1722203666
1377	0.1721955507
1378	0.1721789022
1379	0.172161663
1380	0.1721236209
1381	0.1721090675
1382	0.1721051893
1383	0.1720865668
1384	0.1720722358
1385	0.1720585823
1386	0.1720362894
1387	0.1720218242
1388	0.1720079314
1389	0.1719977576
1390	0.1719807589
1391	0.1719508114
1392	0.1719426229
1393	0.1719226513
1394	0.1719094825
1395	0.1719020235
1396	0.1718928167
1397	0.1718786057
1398	0.1718714924
1399	0.1718621254
1400	0.1718404583
1401	0.1718108677
1402	0.1718065259
1403	0.1717853791
1404	0.1717680069
1405	0.1717622826
1406	0.1717547933
1407	0.1717493934
1408	0.1717420127
1409	0.1717248363
1410	0.1717192374
1411	0.1717087192
1412	0.1717002537
1413	0.1716891532
1414	0.1716813288
1415	0.1716699844
1416	0.1716537997
1417	0.1716482394
1418	0.1716365805
1419	0.1716247872
1420	0.1716141574
1421	0.171602112
1422	0.1715929847
1423	0.1715817653
1424	0.1715677137
1425	0.1715581323
1426	0.1715449068
1427	0.1715424338
1428	0.1715183041
1429	0.171509304
1430	0.1714944902
1431	0.1714822393
1432	0.1714756957
1433	0.1714651928
1434	0.1714498262
1435	0.1714294364
1436	0.17141686
1437	0.1714053768
1438	0.1713982068
1439	0.1713842355
1440	0.1713729304
1441	0.1713597148
1442	0.1713431579
1443	0.1713327687
1444	0.1713247722
1445	0.1713002122
1446	0.1712869766
1447	0.1712731116
1448	0.1712476862
1449	0.1712419013
1450	0.1712282723
1451	0.1712136143
1452	0.1711983967
1453	0.171181388
1454	0.1711651889
1455	0.1711418009
1456	0.1711303737
1457	0.1711096551
1458	0.1711036403
1459	0.1710958171
1460	0.1710793092
1461	0.1710608979
1462	0.1710375389
1463	0.1710157976
1464	0.1710054471
1465	0.1709921215
1466	0.1709852346
1467	0.170978407
1468	0.1709739486
1469	0.1709638815
1470	0.1709433007
1471	0.170931766
1472	0.170926241
1473	0.1709128927
1474	0.1709045741
1475	0.170899828
1476	0.1708872179
1477	0.1708763025
1478	0.1708638598
1479	0.1708561501
1480	0.1708437222
1481	0.1708340583
1482	0.1708272087
1483	0.170811676
1484	0.1707977775
